priority_rank,school_id,school_name,region,priority_score,priority_category,risk_score,risk_level,regional_risk_score,regional_risk_level,problem_detected,recommended_intervention,intervention_priority,expected_improvement_range,assumption_basis,weak_subject_count,weak_subjects,weakest_subject,weakest_subject_gpa,weakest_subject_pass_rate,pass_rate_decline_score,subject_failure_score,trend_instability_score,data_quality,data_origin,scenario_origin
45,S5637,KIMANGA SECONDARY SCHOOL,DAR ES SALAAM,78.06930780563415,High,85.76589102063079,High,20.104661333212597,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",CIVICS,4.6897,25.059665871121716,96.58087661989994,57.11180124223603,100.0,Complete,observed-derived,assumption-based
46,S6224,SEKE IDIDI SECONDARY SCHOOL,SHINYANGA,77.7357518115942,High,73.23308224201152,High,13.63569660813777,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",HISTORY,4.8551,13.043478260869565,100.0,56.626506024096386,54.1504347826087,Limited trend history,observed-derived,assumption-based
47,S1820,HILL CREST SECONDARY SCHOOL,MWANZA,77.5997426470588,High,90.34694029850746,High,12.76285609523234,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,100.0,75.3731343283582,92.45000000000002,Limited trend history,observed-derived,assumption-based
48,S2721,KEMAKORERE SECONDARY SCHOOL,MARA,77.25480925880905,High,78.44453929672198,High,14.728177735991629,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,4.8977,5.617977528089887,97.46942876659026,67.53445635528331,63.988102945002936,Complete,observed-derived,assumption-based
49,S4182,MACMILLAN SECONDARY SCHOOL,DAR ES SALAAM,77.18237762236583,High,70.45454545450582,High,20.104661333212597,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI",BASIC MATHEMATICS,,0.0,63.63636363626455,100.0,50.0,Complete,observed-derived,assumption-based
50,S2122,MWAMBAO SECONDARY SCHOOL,DAR ES SALAAM,76.98886578947531,High,81.31603318889306,High,20.104661333212597,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CIVICS, COMMERCE, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BOOK-KEEPING,5.0,0.0,100.0,56.774193548387096,80.94591708125645,Complete,observed-derived,assumption-based
51,S3110,CHINGUNGWE SECONDARY SCHOOL,MTWARA,76.84146060606065,High,78.24860361860443,High,15.138119010705694,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9091,6.0606060606060606,100.0,57.48987854251012,70.005466852838,Complete,observed-derived,assumption-based
52,S3966,IGHOMBWE SECONDARY SCHOOL,SINGIDA,75.84650952381088,High,75.21227936362018,High,16.00969834893016,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, INFORMATION & COMPUTER STUDIES, PHYSICS",INFORMATION & COMPUTER STUDIES,5.0,0.0,85.23809523810145,61.377245508982035,75.67955871894998,Complete,observed-derived,assumption-based
53,S6179,IRIMA SECONDARY SCHOOL,IRINGA,75.80888992537314,High,73.82091303959245,High,12.684959143067804,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9403,4.477611940298507,100.0,56.88622754491018,55.850149253731345,Limited trend history,observed-derived,assumption-based
54,S2336,EXCELLENCY SECONDARY SCHOOL,DAR ES SALAAM,75.67936520979329,High,71.53260693907811,High,20.104661333212597,Safe,10 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",10,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,5.0,0.0,51.39860139861595,88.46153846153847,81.44901613723394,Complete,observed-derived,assumption-based
55,S5231,MESHPEN SECONDARY SCHOOL,MARA,75.59332222222164,High,94.12971587337259,High,14.728177735991629,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,100.0,91.02564102564102,89.40674521893428,Complete,observed-derived,assumption-based
56,S6164,MERENGA SECONDARY SCHOOL,MARA,75.09763059701493,High,73.14874069214368,High,14.728177735991629,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,4.7612,13.432835820895523,100.0,48.95238095238095,61.54342135476466,Limited trend history,observed-derived,assumption-based
57,S2341,MLIMA MBEYA HIGH SCHOOL,MBEYA,75.00189175824644,High,79.82347761825349,High,15.2299274586872,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH",BASIC MATHEMATICS,5.0,0.0,83.1501831501975,78.94736842105263,76.26397943952898,Complete,observed-derived,assumption-based
58,S6221,BISHEKE SECONDARY SCHOOL,KAGERA,74.81928676470405,High,72.31662622805065,High,12.691611547450492,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8235,13.529411764705882,97.64705882352203,50.78247261345853,60.076869715347584,Limited trend history,observed-derived,assumption-based
59,S6151,KUMNYIKA SECONDARY SCHOOL,KIGOMA,74.48383333332893,High,70.29116458852867,High,15.6157062435702,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BIOLOGY,4.68,25.333333333333336,100.0,54.447215295095596,46.523333333333326,Limited trend history,observed-derived,assumption-based
60,S0730,MBARAMO SECONDARY SCHOOL,TANGA,74.30440132625904,High,77.08710704532422,High,20.294586897484997,Safe,10 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",10,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,77.175066312994,86.20689655172414,67.85003851536459,Complete,observed-derived,assumption-based
61,S2299,KITWIRU SECONDARY SCHOOL,IRINGA,74.19824999998858,High,73.68667924528302,High,12.684959143067804,Safe,13 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",13,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CHEMISTRY, CIVICS, COMMERCE, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, INFORMATION & COMPUTER STUDIES, KISWAHILI, LITERATURE IN ENGLISH, PHYSICS",INFORMATION & COMPUTER STUDIES,5.0,0.0,100.0,50.62893081761006,61.65999999999998,Limited trend history,observed-derived,assumption-based
62,S6256,NANGARAMO SECONDARY SCHOOL,MTWARA,73.98699999999408,High,77.50027272727273,High,15.138119010705694,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,5.0,0.0,100.0,64.0909090909091,60.91000000000002,Limited trend history,observed-derived,assumption-based
63,S3209,BUNDUKI SECONDARY SCHOOL,MOROGORO,73.74442692307727,High,83.98278187212328,High,15.95585882761668,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,5.0,0.0,100.0,79.79797979797979,66.81129310909782,Complete,observed-derived,assumption-based
64,S6139,KIGUNGA SECONDARY SCHOOL,MARA,73.70625,High,70.81021672354949,High,14.728177735991629,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.825,10.0,100.0,40.10238907849829,62.59833333333333,Limited trend history,observed-derived,assumption-based
65,S3949,CHARLES TOTERA SECONDARY SCHOOL,DAR ES SALAAM,73.24208333332649,High,63.793952180009924,High,20.104661333212597,Safe,11 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",11,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CHEMISTRY, CIVICS, COMMERCE, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BOOK-KEEPING,5.0,0.0,55.55555555551002,74.68354430379748,63.88888888888889,Limited trend history,observed-derived,assumption-based
66,S2432,NEW HELLEN SECONDARY SCHOOL,MWANZA,72.97470588235294,High,86.51733085501859,High,12.76285609523234,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",PHYSICS,5.0,0.0,100.0,97.39776951672863,57.66,Limited trend history,observed-derived,assumption-based
67,S4154,KAC SECONDARY SCHOOL,ARUSHA,72.97062499999882,High,80.2314686343794,High,10.147427954710333,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",PHYSICS,5.0,0.0,100.0,71.52777777777777,62.577117670153555,Limited trend history,observed-derived,assumption-based
68,S5070,ULELING'OMBE SECONDARY SCHOOL,MOROGORO,72.48665249480341,High,71.11226045501243,High,15.95585882761668,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",CIVICS,4.8919,10.81081081081081,83.74913374913767,59.310344827586206,66.06501169027169,Complete,observed-derived,assumption-based
69,S1559,CHAANI SECONDARY SCHOOL,KASKAZINI UNGUJA,72.23685227272138,High,72.05953290171786,High,31.980911441841236,Moderate,10 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",10,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,4.9773,1.5151515151515151,100.0,69.61189099917424,37.253218673218655,Limited trend history,observed-derived,assumption-based
70,S0645,VITUKA SECONDARY SCHOOL,DAR ES SALAAM,72.09886441177062,High,83.64291138348983,High,20.104661333212597,Safe,12 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",12,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CHEMISTRY, CIVICS, COMMERCE, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,5.0,0.0,84.52600955117126,82.95081967213115,83.15753887127329,Complete,observed-derived,assumption-based
71,S1766,CHUKWANI SECONDARY SCHOOL,MJINI MAGHARIBI,71.82784032199956,High,72.61678888175629,High,28.296233037624745,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9583,4.166666666666666,79.83910214666369,55.6390977443609,79.96472899927514,Complete,observed-derived,assumption-based
72,S0404,TUNDURU SECONDARY SCHOOL,RUVUMA,71.60482954544369,High,64.9361707448888,High,13.15909616684323,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, CHEMISTRY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8,12.727272727272727,100.0,45.19774011299435,37.92282903663498,Limited trend history,observed-derived,assumption-based
73,S2654,NDOOMBO SECONDARY SCHOOL,ARUSHA,70.85285714286707,High,69.7917189418276,High,10.147427954710333,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, KISWAHILI, PHYSICS",BASIC MATHEMATICS,,0.0,39.285714285780585,100.0,80.25811075838455,Complete,observed-derived,assumption-based
74,S4435,LUMBIJI SECONDARY SCHOOL,MOROGORO,70.64219406465399,High,70.7482005961437,High,15.95585882761668,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,5.0,0.0,79.38305953012399,64.72727272727272,65.25598321970762,Complete,observed-derived,assumption-based
75,S4012,NAMANDITI SOUTH SECONDARY SCHOOL,RUVUMA,70.5966826923029,High,81.11755371017108,High,13.15909616684323,Safe,9 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",9,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,5.0,0.0,100.0,66.50717703349282,70.55133533374412,Complete,observed-derived,assumption-based
76,S3607,MTOPWA SECONDARY SCHOOL,MTWARA,69.50636291076016,High,64.74366844366993,High,15.138119010705694,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8101,11.39240506329114,58.13582657806354,48.07121661721068,90.2265760909377,Complete,observed-derived,assumption-based
77,S2704,UKWEGA SECONDARY SCHOOL,IRINGA,69.37954561290971,High,73.41284822125229,High,12.684959143067804,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,High,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9286,5.952380952380952,90.91683583209364,55.08196721311475,68.40507908160137,Complete,observed-derived,assumption-based
